Date,Open,High,Low,Close,Adj Close,Volume
2023-05-30,115.56,116.44,114.77,115.93,115.93,81834882
2023-05-31,116.13,118.05,114.45,116.37,116.37,64554357
2023-06-01,117.18,119.02,116.43,116.97,116.97,98747159
2023-06-02,117.27,119.0,115.55,116.94,116.94,83569558
2023-06-05,113.64,114.98,111.19,113.34,113.34,115008227
2023-06-06,113.3,114.55,112.31,113.4,113.4,48296406
2023-06-07,113.77,115.97,112.83,113.61,113.61,64101939
2023-06-08,118.06,119.86,116.17,118.34,118.34,75538493
2023-06-09,117.87,119.5,117.2,118.07,118.07,59485457
2023-06-12,119.14,119.56,118.2,118.76,118.76,73396132
2023-06-13,118.34,119.93,116.36,118.81,118.81,63246746
2023-06-14,116.24,117.82,115.85,116.62,116.62,77834525
2023-06-15,118.65,120.19,116.36,118.93,118.93,74534136
2023-06-16,120.06,122.21,117.88,120.52,120.52,98842046
2023-06-19,121.89,123.8,119.63,122.2,122.2,98171341
2023-06-20,120.56,122.31,119.87,120.48,120.48,55089616
2023-06-21,123.3,125.54,122.12,123.38,123.38,90624965
2023-06-22,121.02,123.25,118.33,120.64,120.64,84151777
2023-06-23,122.23,124.26,120.25,121.92,121.92,88006328
2023-06-26,126.27,129.11,124.97,126.43,126.43,117460605
2023-06-27,124.25,124.9,121.71,124.48,124.48,104673554
2023-06-28,123.32,124.27,122.67,123.44,123.44,97587487
2023-06-29,123.84,124.23,122.92,123.75,123.75,55290685
2023-06-30,122.61,124.72,121.09,122.84,122.84,51140801
2023-07-03,119.93,122.33,119.37,119.81,119.81,55097998
2023-07-04,119.97,120.97,118.28,120.05,120.05,54328264
2023-07-05,118.11,120.54,117.67,118.06,118.06,80740961
2023-07-06,119.03,119.59,117.92,119.09,119.09,81942148
2023-07-07,117.2,119.83,116.04,117.39,117.39,52735141
2023-07-10,120.94,122.11,118.23,120.5,120.5,93649763
2023-07-11,119.31,119.9,118.43,119.06,119.06,68593665
2023-07-12,118.19,119.98,116.55,118.54,118.54,68005524
2023-07-13,120.59,121.54,117.96,120.24,120.24,94309531
2023-07-14,117.89,118.9,115.33,117.9,117.9,102288255
2023-07-17,118.83,119.88,117.11,118.45,118.45,63179506
2023-07-18,121.41,123.63,119.67,121.12,121.12,84808792
2023-07-19,117.95,119.58,116.96,118.02,118.02,112929121
2023-07-20,118.03,119.54,117.43,118.49,118.49,79186752
2023-07-21,118.88,120.84,116.45,119.1,119.1,47643604
2023-07-24,120.79,122.79,119.77,120.75,120.75,90469031
2023-07-25,118.52,119.49,116.21,118.4,118.4,61078830
2023-07-26,115.7,117.18,115.04,115.92,115.92,63126545
2023-07-27,116.69,117.65,115.94,117.03,117.03,54818318
2023-07-28,118.03,118.79,116.33,117.71,117.71,51815889
2023-07-31,118.76,120.66,117.3,118.31,118.31,91164630
2023-08-01,119.12,119.88,117.18,119.09,119.09,75008764
2023-08-02,117.55,119.39,116.02,117.86,117.86,99707154
2023-08-03,118.21,120.38,117.45,118.42,118.42,58511858
2023-08-04,118.65,119.71,117.07,119.11,119.11,93680731
2023-08-07,118.2,119.83,116.02,117.81,117.81,97494702
2023-08-08,121.18,122.5,119.65,121.55,121.55,74759915
2023-08-09,122.68,125.3,121.84,122.61,122.61,80416006
2023-08-10,120.09,121.78,118.22,120.31,120.31,79734330
2023-08-11,121.78,124.01,119.45,121.73,121.73,57660256
2023-08-14,120.03,121.64,118.86,119.88,119.88,90750389
2023-08-15,121.87,122.33,120.78,121.55,121.55,57774830
2023-08-16,123.69,125.85,121.21,123.98,123.98,88574753
2023-08-17,121.94,125.0,119.81,122.42,122.42,54534006
2023-08-18,124.11,126.27,121.72,124.48,124.48,78687258
2023-08-21,125.84,128.18,123.51,125.44,125.44,77510312
2023-08-22,127.64,130.16,125.54,127.26,127.26,85027077
2023-08-23,131.46,132.42,130.33,131.36,131.36,59570385
2023-08-24,131.05,131.97,129.68,130.94,130.94,51949423
2023-08-25,129.61,131.5,128.12,129.44,129.44,70409836
2023-08-28,127.32,129.04,125.38,127.66,127.66,86092861
2023-08-29,126.47,128.87,125.3,126.05,126.05,98099197
2023-08-30,125.93,128.54,124.29,126.01,126.01,81128066
2023-08-31,126.72,128.07,126.29,126.84,126.84,96319199
2023-09-01,127.55,128.51,126.26,127.53,127.53,91200286
2023-09-04,128.92,131.7,126.39,129.39,129.39,59487435
2023-09-05,129.19,130.6,128.01,129.54,129.54,62633151
2023-09-06,133.01,135.49,130.66,132.76,132.76,92681864
2023-09-07,131.86,133.77,130.68,132.3,132.3,66770051
2023-09-08,138.48,140.65,135.5,138.36,138.36,75195632
2023-09-11,139.64,140.59,137.03,139.92,139.92,70176131
2023-09-12,137.95,140.12,137.16,138.07,138.07,70398881
2023-09-13,135.53,137.33,133.13,135.76,135.76,57044761
2023-09-14,136.8,138.9,135.97,136.96,136.96,85686256
2023-09-15,136.82,137.67,134.3,136.58,136.58,51938643
2023-09-18,138.09,140.67,136.74,138.32,138.32,76032617
2023-09-19,139.6,142.31,138.3,139.53,139.53,61584648
2023-09-20,139.46,140.48,137.75,139.49,139.49,74189383
2023-09-21,137.85,138.51,135.44,137.67,137.67,77370706
2023-09-22,134.82,135.29,131.94,134.35,134.35,61386276
2023-09-25,133.73,135.77,130.63,133.49,133.49,71910914
2023-09-26,135.19,137.46,132.99,135.49,135.49,70894225
2023-09-27,135.59,137.92,134.29,136.1,136.1,61329320
2023-09-28,133.17,134.41,132.62,133.43,133.43,70481370
2023-09-29,134.03,135.43,133.2,133.93,133.93,81625071
2023-10-02,134.42,136.83,133.42,134.9,134.9,48021092
2023-10-03,133.06,134.72,132.12,133.06,133.06,87727659
2023-10-04,133.62,136.53,132.27,133.52,133.52,53474530
2023-10-05,133.59,134.52,131.32,133.77,133.77,54171201
2023-10-06,131.66,133.79,130.75,131.37,131.37,100052137
2023-10-09,131.85,133.68,130.63,132.27,132.27,69518173
2023-10-10,133.16,135.1,131.65,133.61,133.61,67100572
2023-10-11,136.37,138.64,133.42,136.12,136.12,88227608
2023-10-12,138.61,140.86,136.74,138.62,138.62,81335401
2023-10-13,135.8,138.76,133.8,135.59,135.59,97395341
2023-10-16,133.55,134.35,132.81,133.62,133.62,65558943
2023-10-17,134.6,135.55,133.04,134.88,134.88,80768702
2023-10-18,136.49,138.78,134.13,136.15,136.15,92185163
2023-10-19,137.76,139.68,136.96,137.43,137.43,92460133
2023-10-20,146.52,147.72,143.38,146.29,146.29,98497502
2023-10-23,147.53,148.47,145.47,147.8,147.8,72251688
2023-10-24,150.82,151.52,147.51,150.71,150.71,106598700
2023-10-25,153.05,156.28,151.83,153.22,153.22,70875378
2023-10-26,154.5,156.04,153.8,155.01,155.01,71105779
2023-10-27,154.86,156.28,151.77,154.34,154.34,72456177
2023-10-30,155.96,157.56,155.08,156.42,156.42,74690858
2023-10-31,155.13,156.64,152.03,154.57,154.57,71750302
2023-11-01,154.04,154.77,153.32,154.11,154.11,63400092
2023-11-02,152.63,154.98,151.46,153.01,153.01,79107796
2023-11-03,153.41,154.07,152.33,153.36,153.36,91000790
2023-11-06,159.84,162.75,155.91,159.36,159.36,81444872
2023-11-07,154.88,156.04,154.02,154.6,154.6,107082025
2023-11-08,156.87,158.95,155.21,156.49,156.49,102708564
2023-11-09,152.66,155.67,150.0,152.47,152.47,86897370
2023-11-10,151.66,153.99,150.48,151.42,151.42,55882405
2023-11-13,154.71,156.74,151.71,154.28,154.28,84584182
2023-11-14,154.28,156.0,153.44,154.59,154.59,75718410
2023-11-15,151.97,153.4,148.95,151.98,151.98,91689115
2023-11-16,149.99,152.69,148.7,150.33,150.33,97285379
2023-11-17,152.74,156.09,150.37,152.15,152.15,50206460
2023-11-20,150.99,153.34,147.42,150.46,150.46,74499683
2023-11-21,150.58,153.19,147.96,151.13,151.13,61942293
2023-11-22,151.63,154.19,148.09,151.39,151.39,45914641
2023-11-23,150.41,152.19,147.93,149.9,149.9,60802442
2023-11-24,154.94,155.98,152.42,155.34,155.34,59027221
2023-11-27,157.19,159.34,155.44,157.11,157.11,98825725
2023-11-28,152.51,155.74,149.52,152.0,152.0,90994520
2023-11-29,152.04,153.57,149.56,152.61,152.61,98031334
2023-11-30,151.32,153.76,149.89,151.08,151.08,99413708
2023-12-01,153.1,154.39,149.87,153.35,153.35,51216954
2023-12-04,152.0,154.0,150.75,151.48,151.48,85338838
2023-12-05,151.9,152.64,150.46,151.33,151.33,55112172
2023-12-06,153.28,155.05,151.31,152.73,152.73,58451077
2023-12-07,155.03,157.75,153.36,155.06,155.06,98190072
2023-12-08,152.57,154.03,151.36,152.13,152.13,58928602
2023-12-11,151.85,154.22,148.63,151.43,151.43,90719238
2023-12-12,150.16,153.11,147.09,150.38,150.38,98417788
2023-12-13,149.29,152.37,146.3,148.9,148.9,91250249
2023-12-14,152.81,154.52,151.75,153.37,153.37,105121166
2023-12-15,154.66,156.3,151.24,154.54,154.54,76127109
2023-12-18,151.14,152.36,149.49,151.47,151.47,58322804
2023-12-19,153.43,157.26,152.96,153.9,153.9,87440798
2023-12-20,158.89,162.72,157.98,159.43,159.43,83353247
2023-12-21,162.55,164.7,160.33,162.29,162.29,63742565
2023-12-22,158.17,161.38,154.88,158.37,158.37,67000571
2023-12-25,157.54,159.57,156.28,157.25,157.25,77849338
2023-12-26,160.13,163.07,158.43,160.69,160.69,96907190
2023-12-27,158.72,159.7,155.58,158.96,158.96,85449909
2023-12-28,160.32,163.1,157.03,160.27,160.27,75078612
2023-12-29,162.84,163.73,161.7,162.46,162.46,104742985
2024-01-01,159.9,163.12,158.41,160.13,160.13,98893950
2024-01-02,160.28,163.14,159.12,160.12,160.12,84877381
2024-01-03,152.17,154.68,150.9,151.7,151.7,121223112
2024-01-04,149.42,149.97,147.62,149.28,149.28,74049621
2024-01-05,148.48,150.1,146.67,148.79,148.79,68385527
2024-01-08,145.31,147.03,143.3,145.87,145.87,107198033
2024-01-09,150.37,151.85,147.53,149.93,149.93,94514186
2024-01-10,145.97,147.21,143.96,146.53,146.53,106532621
2024-01-11,146.04,149.07,144.54,145.6,145.6,50006477
2024-01-12,146.08,148.06,144.51,146.05,146.05,97029163
2024-01-15,150.18,151.5,148.9,149.66,149.66,93731921
2024-01-16,146.6,148.14,144.26,146.25,146.25,99834763
2024-01-17,149.78,151.51,147.63,149.19,149.19,109747068
2024-01-18,149.17,151.5,147.68,149.35,149.35,84724833
2024-01-19,147.39,149.27,145.49,147.07,147.07,83202749
2024-01-22,148.21,151.36,146.93,148.33,148.33,94376926
2024-01-23,148.93,150.8,146.32,148.95,148.95,94700756
2024-01-24,147.76,150.99,145.8,147.61,147.61,78341301
2024-01-25,148.36,151.21,144.96,147.92,147.92,82565297
2024-01-26,147.68,148.71,144.95,147.11,147.11,95992991
2024-01-29,147.84,150.9,145.65,147.53,147.53,70036863
2024-01-30,149.17,150.05,147.74,149.27,149.27,93931878
2024-01-31,153.22,156.16,152.62,153.32,153.32,78720442
2024-02-01,150.61,152.15,148.73,150.33,150.33,91949124
2024-02-02,155.43,158.82,154.21,155.76,155.76,91551350
2024-02-05,150.41,153.82,148.55,150.88,150.88,94121411
2024-02-06,150.47,153.4,148.97,150.64,150.64,59071081
2024-02-07,151.98,154.99,148.85,152.24,152.24,60354816
2024-02-08,152.84,154.43,150.22,153.09,153.09,94579202
2024-02-09,151.33,152.35,149.05,151.66,151.66,101953077
2024-02-12,150.72,152.89,148.76,151.28,151.28,89871530
2024-02-13,149.61,151.13,146.44,150.18,150.18,53199937
2024-02-14,149.44,151.86,145.98,148.86,148.86,83120337
2024-02-15,151.0,152.53,148.47,151.09,151.09,64147504
2024-02-16,151.97,155.39,151.44,152.12,152.12,81428193
2024-02-19,150.73,153.02,148.15,150.52,150.52,92672562
2024-02-20,152.54,155.74,150.59,152.89,152.89,106482536
2024-02-21,154.36,155.21,150.99,153.8,153.8,94164211
2024-02-22,156.37,159.4,154.39,156.01,156.01,52189801
2024-02-23,157.25,161.01,154.63,157.77,157.77,89339339
2024-02-26,155.66,157.67,152.85,155.76,155.76,82322769
2024-02-27,154.93,157.18,152.58,154.46,154.46,80245122
2024-02-28,157.07,159.82,153.08,156.51,156.51,51515744
2024-02-29,158.19,159.23,154.73,158.23,158.23,93541911
2024-03-01,158.47,160.45,155.5,158.32,158.32,70398487
2024-03-04,158.35,160.45,154.98,158.77,158.77,64569077
2024-03-05,162.9,163.85,159.03,162.27,162.27,106367298
2024-03-06,160.49,162.44,157.99,160.83,160.83,97996439
2024-03-07,163.01,163.71,161.34,162.43,162.43,60671946
2024-03-08,162.23,162.8,160.24,162.04,162.04,51415085
2024-03-11,161.75,162.65,159.63,161.61,161.61,95730209
2024-03-12,164.7,168.21,161.98,164.69,164.69,60018679
2024-03-13,166.72,169.33,166.0,167.08,167.08,104369549
2024-03-14,169.04,173.09,166.59,169.48,169.48,79855322
2024-03-15,172.9,175.23,169.38,173.28,173.28,107862625
2024-03-18,173.07,175.05,171.29,173.5,173.5,75871369
2024-03-19,176.01,178.23,172.13,175.61,175.61,70972823
2024-03-20,174.67,176.86,171.97,174.88,174.88,72413238
2024-03-21,175.35,176.85,173.18,175.97,175.97,85855960
2024-03-22,176.42,179.09,174.81,175.76,175.76,77147244
2024-03-25,176.74,178.0,173.98,176.2,176.2,55409998
2024-03-26,178.7,181.34,176.55,178.09,178.09,74151962
2024-03-27,176.55,179.26,175.3,175.85,175.85,99032184
2024-03-28,181.61,183.16,178.07,182.08,182.08,102690086
2024-03-29,179.08,179.98,176.08,179.23,179.23,86723514
2024-04-01,176.17,179.31,173.25,175.8,175.8,77182641
2024-04-02,179.61,181.71,176.82,179.33,179.33,103788373
2024-04-03,181.33,182.58,178.76,181.83,181.83,50505691
2024-04-04,184.34,188.37,183.0,183.87,183.87,79225938
2024-04-05,185.54,186.71,183.97,185.95,185.95,82043594
2024-04-08,185.67,189.1,183.73,186.08,186.08,56426059
2024-04-09,183.55,187.53,180.54,183.5,183.5,78639854
2024-04-10,184.03,185.42,182.73,183.9,183.9,95843412
2024-04-11,182.13,183.17,181.31,182.01,182.01,91977186
2024-04-12,184.5,186.09,183.32,185.11,185.11,86659321
2024-04-15,185.39,187.01,180.77,184.83,184.83,84830074
2024-04-16,182.14,183.38,180.33,182.48,182.48,64574715
2024-04-17,181.14,184.61,177.33,181.68,181.68,55404677
2024-04-18,183.65,184.42,179.95,183.09,183.09,67481932
2024-04-19,182.21,184.52,177.76,181.55,181.55,71460528
2024-04-22,179.77,183.72,177.37,179.25,179.25,96501498
2024-04-23,180.59,183.92,178.53,180.14,180.14,81952425
2024-04-24,181.26,183.92,177.45,181.03,181.03,88599474
2024-04-25,179.76,181.35,177.04,179.69,179.69,62815280
2024-04-26,177.87,181.11,175.49,178.46,178.46,98226700
2024-04-29,179.17,181.64,176.49,179.3,179.3,87590656
2024-04-30,175.01,177.13,171.56,175.18,175.18,83843086
2024-05-01,170.95,172.22,168.55,171.28,171.28,74752660
2024-05-02,169.71,173.07,168.09,169.4,169.4,96163528
2024-05-03,168.96,170.91,165.47,168.96,168.96,95920400
2024-05-06,169.42,171.12,165.95,169.99,169.99,54604446
2024-05-07,173.89,176.02,171.24,174.28,174.28,73823090
2024-05-08,177.17,179.09,176.18,176.91,176.91,83282890
2024-05-09,176.0,179.91,174.37,176.6,176.6,95396057
2024-05-10,177.21,180.21,175.1,176.71,176.71,62558233
2024-05-13,173.94,177.01,171.31,173.95,173.95,80503288
2024-05-14,174.03,174.61,172.16,174.06,174.06,47132321
2024-05-15,173.51,175.41,169.61,173.39,173.39,86791467
2024-05-16,174.92,177.05,172.74,174.47,174.47,95762197
2024-05-17,172.04,172.83,171.24,172.25,172.25,85713705
2024-05-20,174.13,175.51,172.08,173.88,173.88,81741133
2024-05-21,178.53,181.65,177.48,178.44,178.44,84109358
2024-05-22,177.95,179.28,176.49,178.28,178.28,52762452
2024-05-23,180.17,182.55,176.09,179.63,179.63,88159828
2024-05-24,182.27,183.57,180.96,181.84,181.84,98025356
2024-05-27,181.03,181.62,177.06,180.8,180.8,96486693
2024-05-28,182.15,183.53,179.49,181.64,181.64,93174372
2024-05-29,182.38,186.31,178.33,181.84,181.84,53350526
2024-05-30,182.61,185.94,178.33,182.3,182.3,64600333
2024-05-31,180.63,184.47,177.63,180.15,180.15,55692027
2024-06-03,180.67,182.89,177.43,180.39,180.39,92475102
2024-06-04,182.3,183.22,179.71,182.03,182.03,79931081
2024-06-05,186.74,189.24,184.5,186.56,186.56,105047034
2024-06-06,190.07,192.28,185.67,189.68,189.68,81708465
2024-06-07,196.06,200.34,192.21,196.6,196.6,102872736
2024-06-10,194.88,195.83,192.08,194.29,194.29,53931743
2024-06-11,197.85,200.28,194.21,197.26,197.26,105103261
2024-06-12,197.3,199.2,195.69,198.04,198.04,53394020
2024-06-13,205.92,207.8,203.41,205.38,205.38,121487374
2024-06-14,202.23,206.28,201.03,202.83,202.83,93635530
2024-06-17,199.94,202.62,198.18,200.21,200.21,51462791
2024-06-18,198.8,200.81,195.67,198.41,198.41,64440031
2024-06-19,191.12,193.65,189.36,191.64,191.64,90220280
2024-06-20,190.64,192.87,186.97,190.15,190.15,100756331
2024-06-21,188.45,191.82,184.91,187.95,187.95,68389250
2024-06-24,188.6,192.36,187.27,188.59,188.59,56617123
2024-06-25,189.07,193.84,186.52,189.82,189.82,72775631
2024-06-26,195.54,199.39,194.21,195.87,195.87,99887013
2024-06-27,199.31,201.11,197.86,199.13,199.13,79964345
2024-06-28,198.17,201.36,196.29,197.41,197.41,57748257
2024-07-01,194.87,197.08,193.78,194.67,194.67,58463440
2024-07-02,196.05,197.97,193.34,196.43,196.43,83623001
2024-07-03,192.54,196.19,189.26,192.33,192.33,102350813
2024-07-04,198.38,199.12,196.15,198.32,198.32,81794279
2024-07-05,202.81,206.9,199.34,202.36,202.36,68297341
2024-07-08,200.35,203.35,198.23,200.98,200.98,62614413
2024-07-09,195.89,198.85,193.8,195.48,195.48,94381319
2024-07-10,200.1,203.2,198.25,200.03,200.03,91046124
2024-07-11,200.58,204.59,196.86,199.84,199.84,78568514
2024-07-12,203.84,207.18,200.01,204.1,204.1,58862377
2024-07-15,199.13,202.05,196.17,198.92,198.92,85867980
2024-07-16,197.82,198.66,193.33,197.14,197.14,91985125
2024-07-17,196.71,199.87,195.71,197.34,197.34,60504037
2024-07-18,198.36,199.52,194.62,197.67,197.67,47394650
2024-07-19,196.68,200.02,192.64,196.38,196.38,51068350
2024-07-22,197.9,201.11,193.64,198.58,198.58,58221078
2024-07-23,194.96,198.38,193.06,195.27,195.27,78405420
2024-07-24,195.31,196.05,193.06,194.99,194.99,50177392
2024-07-25,194.88,196.46,191.85,195.55,195.55,84615442
2024-07-26,197.52,200.81,193.32,197.39,197.39,101656692
2024-07-29,199.65,200.77,196.81,199.89,199.89,55452121
2024-07-30,196.56,197.41,193.21,196.37,196.37,66980040
2024-07-31,190.88,192.2,189.14,191.58,191.58,101521297
2024-08-01,196.38,200.53,193.74,195.79,195.79,94479074
2024-08-02,197.79,201.16,194.08,197.05,197.05,62968957
2024-08-05,195.53,197.42,191.32,194.79,194.79,91100234
2024-08-06,200.36,202.09,199.31,199.96,199.96,65475259
2024-08-07,199.93,202.46,197.26,200.53,200.53,54509342
2024-08-08,205.03,208.67,202.79,204.61,204.61,103870133
2024-08-09,204.25,208.22,200.3,205.03,205.03,92265267
2024-08-12,211.38,213.57,208.68,212.19,212.19,99254786
2024-08-13,218.22,219.91,213.53,218.53,218.53,64033831
2024-08-14,217.81,218.89,215.11,217.83,217.83,52031554
2024-08-15,222.0,225.45,220.71,221.52,221.52,76996803
2024-08-16,224.42,228.35,220.79,224.09,224.09,65305399
2024-08-19,229.25,231.2,224.38,229.35,229.35,53728640
2024-08-20,225.5,226.68,220.68,225.91,225.91,104662799
2024-08-21,229.59,230.64,225.33,228.68,228.68,56760799
2024-08-22,232.74,237.86,228.33,232.88,232.88,71082451
2024-08-23,226.25,228.29,221.37,226.34,226.34,113204064
2024-08-26,221.53,226.04,219.84,222.13,222.13,94418974
2024-08-27,215.36,218.57,212.0,214.86,214.86,83766701
2024-08-28,214.43,216.63,210.57,214.1,214.1,75007202
2024-08-29,216.35,218.33,215.29,216.83,216.83,65140264
2024-08-30,221.66,223.59,217.28,222.41,222.41,77539857
2024-09-02,223.21,226.48,222.03,222.88,222.88,76003835
2024-09-03,229.36,233.43,225.4,229.08,229.08,91110789
2024-09-04,223.67,227.49,222.52,224.07,224.07,68821736
2024-09-05,218.77,221.63,215.68,217.98,217.98,61600586
2024-09-06,217.37,218.81,216.01,217.98,217.98,78077401
2024-09-09,219.44,224.26,218.72,219.56,219.56,51094687
2024-09-10,220.43,224.43,216.02,219.65,219.65,62653641
2024-09-11,212.22,214.17,211.43,212.36,212.36,100428869
2024-09-12,212.47,217.07,209.14,212.24,212.24,71590725
2024-09-13,207.7,210.87,204.65,207.87,207.87,93847532
2024-09-16,209.97,213.31,206.71,210.35,210.35,75183106
2024-09-17,212.64,216.3,209.34,211.82,211.82,87650192
2024-09-18,208.58,212.58,204.6,208.73,208.73,102866427
2024-09-19,207.81,211.02,204.77,207.15,207.15,47877848
2024-09-20,203.28,204.83,200.9,203.72,203.72,55255735
